,0,1,2,3,4,5,6,7
0,4.0212552486818745e-06,0.004200436742504029,-0.0003338820447307232,-0.025106513748341202,-1.4338005003939719e-05,-1.98868566568191e-06,8.028188599454558e-07,3.250712066600856e-05
1,0.004200436742504029,25.76086956521739,-0.5978260869565218,0.4563827501690906,-0.025309080153800657,0.032491866311742085,0.0046682441092378985,0.09779453810509711
2,-0.0003338820447307232,-0.5978260869565218,0.5199275362318841,3.292590104367422,0.0053772716816195085,0.003415738275986723,-0.0009525452693154556,0.008734266653521313
3,-0.025106513748341202,0.4563827501690906,3.292590104367422,479.5728388178501,0.09110548581225414,0.014154269572317652,0.00315492662883517,0.053684702204856424
4,-1.4338005003939719e-05,-0.025309080153800657,0.0053772716816195085,0.09110548581225414,0.00020261944294845238,0.0001023217796544933,3.2921661659285065e-06,0.00015913818636878872
5,-1.98868566568191e-06,0.032491866311742085,0.003415738275986723,0.014154269572317652,0.0001023217796544933,0.00129464324185314,4.791576450708012e-05,-0.0004432781817142601
6,8.028188599454558e-07,0.0046682441092378985,-0.0009525452693154556,0.00315492662883517,3.2921661659285065e-06,4.791576450708012e-05,4.077848519757787e-05,-7.62947745947986e-06
7,3.250712066600856e-05,0.09779453810509711,0.008734266653521313,0.053684702204856424,0.00015913818636878872,-0.0004432781817142601,-7.62947745947986e-06,0.0030224784970239254
8,6.197413202123309e-08,-0.0004729840702834056,-3.121549738992054e-05,0.004014244002509546,-6.21927581088207e-07,-4.6274266437511505e-07,1.1025586307453806e-07,-2.367606532131058e-06
9,-0.0004729840702834056,76.21557971014491,-1.507246376811594,44.89589231083359,-0.02671062144664629,0.22629703572250154,-0.004521098294390219,0.006044151960301032
10,-3.121549738992054e-05,-1.507246376811594,0.40579710144927544,-0.7381280125051309,0.009171514016234514,-0.015280160373328078,-0.0001123927832002366,0.009505406027145159
11,0.004014244002509546,44.89589231083359,-0.7381280125051309,1775.4399071280052,0.25547270567387603,1.428789439370988,0.0050895143175787964,-0.9578793806641724
12,-6.21927581088207e-07,-0.02671062144664629,0.009171514016234514,0.25547270567387603,0.0005757954187842499,-0.00032984799975617013,6.671569347447152e-06,0.00019691357279489843
13,-4.6274266437511505e-07,0.22629703572250154,-0.015280160373328078,1.428789439370988,-0.00032984799975617013,0.0045086273954409615,-1.0197721337705276e-05,-0.0029916241100710335
14,1.1025586307453806e-07,-0.004521098294390219,-0.0001123927832002366,0.0050895143175787964,6.671569347447152e-06,-1.0197721337705276e-05,2.308809422089517e-06,8.21442711627357e-06
15,-2.367606532131058e-06,0.006044151960301032,0.009505406027145159,-0.9578793806641724,0.00019691357279489843,-0.0029916241100710335,8.21442711627357e-06,0.0031582579506108746
16,1.112995954615021e-06,-0.007490246854765973,-3.740675005082389e-05,0.015519526828763047,-2.499745470234182e-07,1.1361733288627622e-05,-2.5710105478195075e-07,-4.156576676698697e-06
17,-0.007490246854765973,7287.592391304348,-1.3206521739130435,-1878.3395687503662,-0.2799260573794736,-2.7983007985803017,0.1307549541555753,0.809650990831115
18,-3.740675005082389e-05,-1.3206521739130435,0.5489130434782609,6.7638241719940435,0.0026175687666370896,0.0034186138223405295,0.00017622991225475695,0.003475303164744159
19,0.015519526828763047,-1878.3395687503662,6.7638241719940435,1654.4964367775333,0.3342456203452498,0.8406949242039715,-0.043414437818609104,0.09232994868391088
20,-2.499745470234182e-07,-0.2799260573794736,0.0026175687666370896,0.3342456203452498,0.000204363169786192,8.253112762626711e-05,1.4958131970568404e-06,9.512866984733579e-05
21,1.1361733288627622e-05,-2.7983007985803017,0.0034186138223405295,0.8406949242039715,8.253112762626711e-05,0.004047216668607917,-5.0182533385586846e-05,-0.0035549537010023473
