,Freq. of Max,Time of Max,Max Energy,Attack,Release,Sound SBN
0,12.0,1.0,27.002782821655273,0.008390022675736962,0.09065759637188209,B
1,17.0,2.0,38.93918991088867,0.0075736961451247165,0.09528344671201815,B
2,25.0,1.0,48.77908706665039,0.007891156462585034,0.11922902494331065,B
3,17.0,1.0,31.46221351623535,0.023764172335600908,0.21623582766439908,B
4,34.0,2.0,41.569095611572266,0.023718820861678005,0.20965986394557823,Pf
5,26.0,1.0,21.97479248046875,0.011927437641723356,0.22598639455782313,Pf
6,34.0,2.0,78.60094451904297,0.02997732426303855,0.19768707482993197,Pf
7,24.0,2.0,19.442739486694336,0.007891156462585034,0.17954648526077097,Pf
8,217.0,3.0,21.483308792114258,0.00598639455782313,0.1928798185941043,Pch
9,37.0,2.0,45.93998336791992,0.026848072562358275,0.18702947845804987,Pch
10,39.0,2.0,68.41574096679688,0.013741496598639456,0.17777777777777778,Pch
11,150.0,2.0,16.461374282836914,0.01945578231292517,0.09514739229024943,Pch
12,165.0,1.0,20.12225341796875,0.0066213151927437645,0.125124716553288,K
13,184.0,2.0,16.036195755004883,0.01945578231292517,0.09546485260770975,K
14,157.0,1.0,13.738554000854492,0.007165532879818594,0.1307936507936508,K
15,186.0,2.0,8.815719604492188,0.004671201814058957,0.23346938775510204,K
16,185.0,2.0,9.417137145996094,0.01727891156462585,0.22476190476190477,^Ksh
17,134.0,1.0,8.943249702453613,0.0069387755102040816,0.21210884353741496,^Ksh
18,57.0,1.0,9.193150520324707,0.01038548752834467,0.23142857142857143,^Ksh
19,54.0,5.0,6.211469650268555,0.11138321995464853,0.1329705215419501,^Ksh
20,165.0,6.0,10.624554634094238,0.11342403628117914,0.1364625850340136,rrh
21,169.0,4.0,7.465481281280518,0.07700680272108844,0.1728798185941043,rrh
22,180.0,6.0,17.776643753051758,0.12671201814058958,0.11972789115646258,rrh
23,763.0,0.0,11.109115600585938,0.02018140589569161,0.05378684807256236,rrh
24,894.0,1.0,17.094425201416016,0.02820861678004535,0.05546485260770975,t
25,815.0,2.0,9.589612007141113,0.026077097505668934,0.05369614512471655,t
26,934.0,1.0,12.133437156677246,0.025895691609977324,0.05315192743764172,t
27,934.0,2.0,6.99028205871582,0.03328798185941043,0.20630385487528344,t
28,901.0,10.0,7.939941883087158,0.17247165532879818,0.07056689342403628,ts
29,758.0,3.0,10.696698188781738,0.10571428571428572,0.12857142857142856,ts
30,725.0,4.0,16.306955337524414,0.081859410430839,0.15419501133786848,ts
31,122.0,1.0,9.580248832702637,0.007528344671201814,0.07256235827664399,ts
32,131.0,1.0,25.386362075805664,0.006712018140589569,0.06671201814058957,k
33,136.0,2.0,25.449373245239258,0.009160997732426304,0.06725623582766439,k
34,113.0,1.0,11.723112106323242,0.01197278911564626,0.06752834467120182,k
35,51.0,6.0,22.89422607421875,0.11242630385487529,0.12603174603174602,k
36,54.0,5.0,39.756168365478516,0.10045351473922902,0.12580498866213152,BB
37,54.0,9.0,40.37013244628906,0.21188208616780047,0.019954648526077097,BB
38,36.0,4.0,23.06768798828125,0.16925170068027212,0.05614512471655329,BB
39,36.0,4.0,23.06768798828125,0.16925170068027212,0.05614512471655329,BB
40,25.0,1.0,66.70503997802734,0.008299319727891157,0.21165532879818594,B
41,17.0,2.0,61.623756408691406,0.020045351473922904,0.13718820861678005,B
42,17.0,0.0,53.51388168334961,0.0254875283446712,0.18058956916099772,B
43,17.0,1.0,53.326847076416016,0.02580498866213152,0.20648526077097507,B
44,26.0,2.0,98.8840103149414,0.0309297052154195,0.19156462585034015,Pf
45,23.0,2.0,108.5318603515625,0.022585034013605444,0.2038095238095238,Pf
46,22.0,2.0,118.18598175048828,0.02761904761904762,0.20485260770975056,Pf
47,1.0,2.0,1.318221092224121,0.0035374149659863946,0.03070294784580499,Pf
48,26.0,1.0,103.47086334228516,0.02947845804988662,0.1983673469387755,Pch
49,26.0,2.0,84.08871459960938,0.03877551020408163,0.19369614512471656,Pch
50,21.0,2.0,126.53817749023438,0.019138321995464853,0.20426303854875283,Pch
51,19.0,2.0,123.6050033569336,0.05746031746031746,0.17401360544217687,Pch
52,23.0,2.0,164.32904052734375,0.04126984126984127,0.19120181405895692,K
53,195.0,2.0,20.44586753845215,0.02095238095238095,0.18988662131519274,K
54,151.0,2.0,46.46818161010742,0.011609977324263039,0.18653061224489795,K
55,167.0,1.0,29.00908088684082,0.02839002267573696,0.13247165532879818,K
56,144.0,1.0,41.419410705566406,0.012653061224489797,0.15537414965986396,^Ksh
57,157.0,1.0,20.234834671020508,0.024489795918367346,0.16997732426303855,^Ksh
58,130.0,0.0,25.74563217163086,0.018276643990929705,0.1949206349206349,^Ksh
59,133.0,1.0,23.32093048095703,0.022086167800453516,0.2036281179138322,^Ksh
60,10.0,2.0,24.552528381347656,0.027709750566893423,0.20213151927437642,rrh
61,2.0,10.0,10.427115440368652,0.05315192743764172,0.17931972789115647,rrh
62,20.0,0.0,58.67305374145508,0.015918367346938776,0.2165532879818594,rrh
63,5.0,2.0,31.652379989624023,0.03224489795918367,0.19351473922902496,rrh
64,5.0,4.0,13.214957237243652,0.01528344671201814,0.20417233560090703,t
65,751.0,3.0,6.248238563537598,0.05410430839002268,0.1783673469387755,t
66,732.0,4.0,18.63249969482422,0.06426303854875283,0.10834467120181406,t
67,861.0,2.0,23.619613647460938,0.05256235827664399,0.10154195011337869,t
68,877.0,2.0,17.553525924682617,0.061632653061224486,0.11238095238095239,ts
69,625.0,5.0,27.62075424194336,0.12158730158730159,0.1108843537414966,ts
70,721.0,7.0,45.1086311340332,0.16458049886621315,0.06145124716553288,ts
71,652.0,5.0,22.285924911499023,0.08866213151927438,0.1384126984126984,ts
72,734.0,3.0,19.027713775634766,0.06281179138321996,0.16603174603174603,k
73,233.0,2.0,6.611815929412842,0.032879818594104306,0.10952380952380952,k
74,160.0,1.0,24.910123825073242,0.007891156462585034,0.11124716553287982,k
75,198.0,1.0,14.758012771606445,0.02526077097505669,0.1000907029478458,k
76,138.0,1.0,22.344070434570312,0.029070294784580498,0.10594104308390023,BB
77,16.0,1.0,38.01942443847656,0.005351473922902495,0.21623582766439908,BB
78,9.0,2.0,42.2529296875,0.010068027210884354,0.20879818594104307,BB
79,4.0,7.0,25.19151496887207,0.01600907029478458,0.2039002267573696,BB
80,11.0,2.0,98.49417114257812,0.060770975056689346,0.1,B
81,4.0,2.0,88.76463317871094,0.039501133786848074,0.09405895691609978,B
82,7.0,2.0,74.80308532714844,0.014829931972789116,0.09151927437641723,B
83,12.0,1.0,25.903194427490234,0.016825396825396827,0.13183673469387755,B
84,17.0,2.0,65.46011352539062,0.0454421768707483,0.20684807256235827,Pf
85,20.0,2.0,36.49002456665039,0.05682539682539683,0.19950113378684808,Pf
86,5.0,2.0,33.195838928222656,0.03070294784580499,0.1907936507936508,Pf
87,6.0,2.0,136.485107421875,0.060090702947845805,0.1309750566893424,Pf
88,5.0,2.0,105.32089233398438,0.014693877551020407,0.17959183673469387,Pch
89,5.0,2.0,125.47039794921875,0.042585034013605444,0.20825396825396825,Pch
90,4.0,3.0,110.19762420654297,0.03687074829931973,0.1908843537414966,Pch
91,192.0,2.0,17.320646286010742,0.030612244897959183,0.13759637188208618,Pch
92,236.0,2.0,15.465439796447754,0.028616780045351474,0.11315192743764173,K
93,239.0,1.0,16.279909133911133,0.02798185941043084,0.1310657596371882,K
94,237.0,1.0,20.552082061767578,0.028979591836734694,0.22712018140589568,K
95,358.0,3.0,30.0007266998291,0.05183673469387755,0.15210884353741497,K
96,620.0,2.0,26.456016540527344,0.037505668934240365,0.17709750566893423,^Ksh
97,208.0,0.0,36.69725799560547,0.016054421768707482,0.15188208616780044,^Ksh
98,345.0,2.0,24.32954216003418,0.028616780045351474,0.22770975056689344,^Ksh
99,8.0,3.0,20.459630966186523,0.08299319727891157,0.1438548752834467,^Ksh
100,9.0,4.0,20.168224334716797,0.07945578231292517,0.17687074829931973,rrh
101,6.0,5.0,29.30649185180664,0.08888888888888889,0.15560090702947846,rrh
102,20.0,2.0,17.191566467285156,0.1000907029478458,0.1547845804988662,rrh
103,371.0,1.0,16.042015075683594,0.03732426303854875,0.1286621315192744,rrh
104,522.0,2.0,12.834324836730957,0.030068027210884352,0.12349206349206349,t
105,927.0,0.0,12.32767391204834,0.018775510204081632,0.11727891156462585,t
106,518.0,0.0,16.288820266723633,0.021859410430839003,0.12231292517006803,t
107,4.0,2.0,2.798785448074341,0.030975056689342403,0.037913832199546485,t
108,488.0,2.0,11.844707489013672,0.042993197278911564,0.15360544217687075,ts
109,514.0,2.0,15.566899299621582,0.041859410430839,0.13682539682539682,ts
110,370.0,2.0,13.116021156311035,0.055782312925170066,0.12820861678004536,ts
111,497.0,1.0,10.365333557128906,0.02666666666666667,0.13909297052154196,ts
112,239.0,1.0,17.485979080200195,0.017687074829931974,0.16943310657596372,k
113,242.0,1.0,15.464973449707031,0.016643990929705216,0.13043083900226757,k
114,831.0,1.0,12.36562728881836,0.018276643990929705,0.23396825396825396,k
115,8.0,11.0,81.89987182617188,0.2510657596371882,0.00526077097505669,k
116,3.0,3.0,113.7123031616211,0.06335600907029479,0.1929705215419501,BB
117,7.0,6.0,94.6240234375,0.06852607709750567,0.18780045351473923,BB
118,5.0,2.0,48.288978576660156,0.04208616780045352,0.21424036281179137,BB
119,5.0,5.0,31.579978942871094,0.11537414965986395,0.14095238095238094,BB
120,13.0,3.0,30.6036434173584,0.04108843537414966,0.17941043083900227,B
121,13.0,2.0,38.97163391113281,0.022131519274376416,0.19401360544217688,B
122,13.0,2.0,43.72953414916992,0.048117913832199544,0.17215419501133786,B
123,5.0,1.0,1.0381261110305786,0.022448979591836733,0.019365079365079366,B
124,11.0,3.0,44.35914611816406,0.06090702947845805,0.15959183673469388,Pf
125,13.0,3.0,57.09690475463867,0.021723356009070296,0.19877551020408163,Pf
126,13.0,3.0,69.85782623291016,0.05614512471655329,0.15424036281179138,Pf
127,13.0,2.0,51.36958694458008,0.013151927437641724,0.19650793650793652,Pf
128,13.0,2.0,39.488616943359375,0.0345578231292517,0.18589569160997732,Pch
129,346.0,1.0,1.6369885206222534,0.02113378684807256,0.09192743764172336,Pch
130,13.0,2.0,25.885913848876953,0.026984126984126985,0.19351473922902496,Pch
131,13.0,3.0,40.96649169921875,0.01401360544217687,0.1890702947845805,Pch
132,13.0,2.0,40.24514389038086,0.02585034013605442,0.19419501133786848,K
133,13.0,2.0,42.84050750732422,0.014149659863945578,0.19505668934240364,K
134,5.0,0.0,1.0132795572280884,0.014603174603174604,0.02857142857142857,K
135,190.0,3.0,19.49544906616211,0.055736961451247166,0.13160997732426305,K
136,246.0,3.0,16.858327865600586,0.04634920634920635,0.13682539682539682,^Ksh
137,214.0,3.0,13.467170715332031,0.05723356009070295,0.1309750566893424,^Ksh
138,246.0,2.0,26.717987060546875,0.042585034013605444,0.1578684807256236,^Ksh
139,207.0,2.0,10.443147659301758,0.03732426303854875,0.1456235827664399,^Ksh
140,135.0,2.0,6.935352802276611,0.025759637188208617,0.15759637188208617,rrh
141,137.0,2.0,14.121975898742676,0.05551020408163265,0.16498866213151928,rrh
142,54.0,2.0,15.883240699768066,0.029569160997732425,0.17065759637188208,rrh
143,5.0,1.0,1.5182743072509766,0.020090702947845804,0.033242630385487526,rrh
